nation,cls,date,rb_br,rb_lower_br,rb_battles_sum,rb_battles_mean,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,avgwr,Combined1
Italy,Ground_vehicles,2025-01-06,3.0 ~ 4.0,3.0,3048.0,355.8844160104987,0.5984580052493438,0.1146128608923884,0.1418438320209973,0.1476128705836725,0.4586235130862167,0.6494921611544845,0.3494898069157798
Britain,Ground_vehicles,2025-01-18,8.3 ~ 9.3,8.3,9985.0,547.8380570856284,0.6500260490736105,0.074200300450676,0.0627000500751126,0.1395359285018456,0.380253583631211,0.5991062173358478,0.3695814208050329
Britain,Ground_vehicles,2025-02-20,3.7 ~ 4.7,3.7,2346.0,187.8656223358909,0.6358368286445014,0.0646547314578005,0.0592242114236999,0.1914783897962991,0.3737925109092119,0.5287910914876381,0.3878343423816042
Italy,Ground_vehicles,2025-03-31,11.0 ~ 12.0,11.0,4078.0,547.9845022069642,0.731459318293281,0.0710299166257969,0.0914811181951937,0.1325099060276555,0.374866811376103,0.7365707769058512,0.4445415638959419
Sweden,Ground_vehicles,2025-01-12,5.7 ~ 6.7,5.7,2626.0,462.3686214775324,0.5022511424219345,0.0412642802741812,0.0366793602437166,0.1243611794461959,0.343049426833664,0.5246300550250305,0.199311147068711
Germany,Ground_vehicles,2025-02-17,10.7 ~ 11.7,10.7,31573.0,4018.315406623803,0.5513466031102524,0.1757077249548664,0.1526247109872359,0.0790871924939323,0.2065540440452656,0.5532859532895683,0.1728011699782847
Britain,Ground_vehicles,2025-03-22,11.7 ~ 12.7,11.7,2937.0,330.4615496862688,0.6441279877425946,0.0682124616956077,0.066046986721144,0.1603904232263257,0.394828387660309,0.6386943809181808,0.3824258627022104
Sweden,Ground_vehicles,2025-03-22,1.7 ~ 2.7,1.7,554.0,54.36672683513839,0.3692664259927798,0.0,0.0,0.1440704321216146,0.4502788064148426,0.3813826696968102,0.1151601763219177
USA,Ground_vehicles,2025-01-03,8.0 ~ 9.0,8.0,14640.0,910.1208040593286,0.4997482650273224,0.0927984972677595,0.1274918032786885,0.0850087687137065,0.2234677600890261,0.5027189460706741,0.1307788691002966
Israel,Ground_vehicles,2025-03-22,5.3 ~ 6.3,5.3,1464.0,460.4298724954462,0.6237070355191254,0.0,0.0,0.2767970666981539,0.3395746793451519,0.6327244112840444,0.4211322501620315
USA,Ground_vehicles,2025-03-13,1.0 ~ 2.0,1.0,278.0,46.00719424460432,0.4269539568345324,0.0,0.0,0.2618239731943929,0.3160272728457894,0.2573137943239573,0.2065658048396459
China,Ground_vehicles,2025-03-10,1.7 ~ 2.7,1.7,118.0,19.943502824858754,0.4322033898305084,0.0,0.0,0.069378403694201,0.1705715885411342,0.2933651866305123,0.0352097456750439
France,Ground_vehicles,2025-03-10,2.0 ~ 3.0,2.0,294.0,66.89342403628117,0.4686680272108843,0.3302380952380952,0.4297619047619048,0.0469341271685918,0.3455133012880823,0.3219994605330681,0.1149820852340978
USSR,Ground_vehicles,2025-01-21,4.0 ~ 5.0,4.0,13813.0,697.7501887853695,0.6059740679070441,0.1118945920509664,0.1191920654455947,0.154770464570531,0.4280979781892565,0.6894774143992326,0.3516078240480402
China,Ground_vehicles,2025-03-19,8.0 ~ 9.0,8.0,5473.0,268.7665737864669,0.6186597478530971,0.1840891649917778,0.1603964918691759,0.1224145771387069,0.3366516051166633,0.625307968200389,0.3122928407313248
USA,Ground_vehicles,2025-03-22,9.0 ~ 10.0,9.0,9169.0,672.2660195586578,0.4920970662013306,0.1320471152797469,0.1363572908714145,0.0805123452813306,0.2050980783932665,0.4881164650827248,0.1140159482636545
Germany,Ground_vehicles,2025-03-01,6.7 ~ 7.7,6.7,16082.0,943.0476018737306,0.4323968287526427,0.0304296729262529,0.0242115408531277,0.1549524683781284,0.4328979629742187,0.4283333581038887,0.179750194362891
Britain,Ground_vehicles,2025-01-27,6.3 ~ 7.3,6.3,2171.0,218.0393827729157,0.5382794564716721,0.0123675725472132,0.0041225241824044,0.1610301593461952,0.3319034109587426,0.5008620087874454,0.2560493784454993
Germany,Ground_vehicles,2025-03-16,10.7 ~ 11.7,10.7,13698.0,1739.652692607193,0.554319616002336,0.1946065118995473,0.1779398452328807,0.0791952891626686,0.1989016469088849,0.5532859532895683,0.173297927005332
Britain,Ground_vehicles,2025-02-14,4.7 ~ 5.7,4.7,3286.0,254.7312614120512,0.571041022519781,0.1992878880097383,0.1971089470480827,0.1887798421445375,0.3802799619148081,0.4940529747707782,0.323401624705674
USA,Ground_vehicles,2025-03-19,3.3 ~ 4.3,3.3,4942.0,416.16011736139217,0.5273510117361393,0.104133953864832,0.1350404694455686,0.1484234351538677,0.4354673351160441,0.5130386387410759,0.2712116421422579
USSR,Ground_vehicles,2025-03-22,2.7 ~ 3.7,2.7,1147.0,72.96309212438244,0.6056120313862249,0.1577157802964254,0.1193897122929381,0.1991100736347778,0.5572428045044654,0.5899513005561392,0.4237811943269739
France,Ground_vehicles,2025-03-04,4.0 ~ 5.0,4.0,1471.0,310.64706548833,0.6429186267845003,0.1700203942895989,0.1161114887831407,0.2085539536254261,0.3575713352389815,0.6370088419363591,0.4008868145336149
France,Ground_vehicles,2025-01-30,9.3 ~ 10.3,9.3,17612.0,1763.628548716784,0.614297541449012,0.0928156938451056,0.1287514194867136,0.0981387382115954,0.2693425394163625,0.6186469905836712,0.2693490067235833
Germany,Ground_vehicles,2025-01-30,5.7 ~ 6.7,5.7,31289.0,1201.49862685654,0.5092536258749081,0.0452436958675572,0.0521231103582728,0.1510685655266157,0.4300352146463138,0.5050912570181023,0.2530670169928566
China,Ground_vehicles,2025-03-25,7.7 ~ 8.7,7.7,3250.0,213.40653846153845,0.5925941230769233,0.3053353846153846,0.2724984615384615,0.1154091589128521,0.307603172535617,0.598229845438295,0.2718884793672432
USA,Ground_vehicles,2025-03-25,3.3 ~ 4.3,3.3,4360.0,380.6977064220184,0.5153436926605504,0.1253256880733944,0.1583165137614678,0.1459967004957996,0.4197911756702274,0.5130386387410759,0.2523679566889386
USA,Ground_vehicles,2025-03-04,6.3 ~ 7.3,6.3,29216.0,1231.3870278190684,0.6808940888554217,0.0109679627601314,0.0116401971522453,0.1757743049479023,0.5591134781626409,0.657144654949397,0.4841445641788841
Germany,Ground_vehicles,2025-01-06,2.7 ~ 3.7,2.7,5807.0,418.5720323173182,0.3835367831926984,0.4191975202342001,0.3854417082831066,0.1314532880044682,0.3110577654635303,0.3848506426149431,0.0746669089030298
Israel,Ground_vehicles,2025-02-17,8.7 ~ 9.7,8.7,7005.0,778.3191767784915,0.5731187580299785,0.0514817987152034,0.0582583868665239,0.1528232772947051,0.4770018228343961,0.5790540920824767,0.333740667712106
Japan,Ground_vehicles,2025-03-16,7.0 ~ 8.0,7.0,2556.0,655.4363588941053,0.6008064945226917,0.0877738654147104,0.0576799687010954,0.1815353926038064,0.5830606608234876,0.5951469678784487,0.4158682660510482
Italy,Ground_vehicles,2025-02-08,3.0 ~ 4.0,3.0,4907.0,573.7249779226954,0.6926238434888934,0.1356939066639494,0.1439535357652333,0.1939158027072849,0.5591194608450725,0.6494921611544845,0.5079585485533542
Britain,Ground_vehicles,2025-01-06,5.7 ~ 6.7,5.7,2413.0,271.0109821798591,0.5845826771653544,0.0201077496891835,0.0189639452963116,0.1493943893445559,0.3482035631119526,0.5300383757983747,0.3000311269851088
Sweden,Ground_vehicles,2025-03-13,3.7 ~ 4.7,3.7,4141.0,813.0455204056991,0.4948477420912823,0.0098889157208403,0.0032963052402801,0.2140408796438658,0.4962727787764853,0.4070584870871112,0.3026578032666665
France,Ground_vehicles,2025-03-13,7.3 ~ 8.3,7.3,9443.0,723.6787699883512,0.6929616435454834,0.0083024462564862,0.0033209785025945,0.1748155987494623,0.4950306695154362,0.7159412926824411,0.4742340452612655
France,Ground_vehicles,2025-01-09,9.0 ~ 10.0,9.0,12895.0,1291.7697246994958,0.6142706552927492,0.1039620007754943,0.1643218301667313,0.0994126525733298,0.2718880461046896,0.6186469905836712,0.2710182012594484
Israel,Ground_vehicles,2025-03-19,12.0 ~ 13.0,12.0,2854.0,951.3333333333334,0.7694482831114224,0.0,0.0,0.2507099035794354,0.9123714484861826,0.7859057325817702,0.7402407712412252
USSR,Ground_vehicles,2025-01-03,1.7 ~ 2.7,1.7,737.0,52.347717580926535,0.5399265943012211,0.1443690637720488,0.1476255088195387,0.1233067126927632,0.2851779492265324,0.3691223049706442,0.2170131220470367
Germany,Ground_vehicles,2025-02-17,8.0 ~ 9.0,8.0,23659.0,2211.7836341350016,0.421737896783465,0.1071300562153937,0.0787852402891077,0.1124494832604001,0.2797017273312758,0.4425554768197945,0.0897699278362063
Israel,Ground_vehicles,2025-02-05,6.3 ~ 7.3,6.3,1267.0,328.6479873717443,0.4811403314917127,0.0072217837411207,0.0060378847671665,0.1037711924274683,0.1857012976338106,0.4630769722014048,0.1120904777604655
Sweden,Ground_vehicles,2025-02-11,9.0 ~ 10.0,9.0,6609.0,909.6908760780752,0.5541461491904979,0.024560447874111,0.0244061128763806,0.0855541083124275,0.213946200683382,0.5504866803625142,0.1823692701541408
Italy,Ground_vehicles,2025-03-22,11.7 ~ 12.7,11.7,4018.0,748.5646341463415,0.7467884270781485,0.0,0.0,0.1515842274068463,0.4445130114067845,0.743558434145271,0.4957663553295673
USSR,Ground_vehicles,2025-03-13,5.7 ~ 6.7,5.7,10831.0,460.0273685321234,0.5889931215954205,0.0732379281691441,0.0620782937863539,0.1738588868623431,0.4934329668131462,0.5569411905426168,0.3690963181945187
Britain,Ground_vehicles,2025-03-07,10.3 ~ 11.3,10.3,5352.0,776.4390975336323,0.5683159379671152,0.1060762331838565,0.1258931240657698,0.1015280919751137,0.2907791574731188,0.5403597601121365,0.2327631066610894
Sweden,Ground_vehicles,2025-01-09,8.3 ~ 9.3,8.3,10642.0,949.660439095766,0.499688319864687,0.0570353317045668,0.0595151287352001,0.0998218471216249,0.293006948958696,0.5379104687719822,0.1637409840509349
France,Ground_vehicles,2025-01-15,10.7 ~ 11.7,10.7,815.0,815.0,0.6192,0.0,0.0,0.0954652666308099,0.3057481673451075,0.574875,0.2845940073020402
USSR,Ground_vehicles,2025-02-02,1.7 ~ 2.7,1.7,1089.0,58.77095631641086,0.6051387511478421,0.0995041322314049,0.0858769513314967,0.1108213397404598,0.2920560567955427,0.3691223049706442,0.276200430327904
Sweden,Ground_vehicles,2025-01-06,9.7 ~ 10.7,9.7,22682.0,2162.137667901125,0.5998136231372895,0.0836738382858654,0.0950943479410986,0.0967763131348695,0.2888502127647594,0.6036124351255777,0.2604537685357774
USA,Ground_vehicles,2025-03-04,10.0 ~ 11.0,10.0,15118.0,1756.6960212991137,0.4984000330731578,0.0723323190898267,0.0723038761740971,0.0706210005768583,0.1551811311898533,0.4997626938037705,0.0971089361435665
Sweden,Ground_vehicles,2025-02-05,11.7 ~ 12.7,11.7,13584.0,2279.2876325088337,0.6453253975265016,0.2156581272084805,0.2544537691401649,0.122679671209644,0.3989786561785868,0.6652484294532647,0.359889951059594
France,Ground_vehicles,2025-01-21,6.7 ~ 7.7,6.7,13591.0,961.6323614892208,0.6571882642925465,0.0,0.0,0.1568874068756178,0.4258192149400515,0.7038180663605274,0.4034730758467451
Israel,Ground_vehicles,2025-01-18,10.7 ~ 11.7,10.7,4744.0,1100.2709387296234,0.5698334738617201,0.0465387858347386,0.0391905564924114,0.1279180969856155,0.3615641347244629,0.606317795432491,0.2754277833173862
Germany,Ground_vehicles,2025-01-12,6.3 ~ 7.3,6.3,14014.0,917.6233587840732,0.436362987012987,0.0746367917796489,0.0694020265448837,0.1476716098113725,0.3848109450626221,0.4502143399561367,0.1628543238532142
Italy,Ground_vehicles,2025-03-01,10.0 ~ 11.0,10.0,4341.0,942.5128618597864,0.5835369039391846,0.043441603317208,0.0467703294171849,0.0738615809342763,0.1929646412905643,0.6182804295664592,0.1969859423911704
USA,Ground_vehicles,2025-01-24,8.3 ~ 9.3,8.3,15059.0,1018.08124077043,0.501877043628395,0.0976844411979547,0.1271897204329637,0.0962221061042326,0.2510274235537492,0.5041840210301494,0.1495530983372124
Japan,Ground_vehicles,2025-01-03,2.7 ~ 3.7,2.7,1310.0,258.8133587786259,0.5079409160305343,0.0511450381679389,0.0148320610687022,0.231329650114635,0.5831088670951096,0.5807463406774176,0.3561817157495527
USSR,Ground_vehicles,2025-03-13,5.0 ~ 6.0,5.0,7432.0,462.5420411733046,0.6181331404736276,0.0544940796555435,0.0435952637244348,0.1923904167779621,0.5727385538109064,0.5943145745533234,0.4369870964667821
Sweden,Ground_vehicles,2025-01-12,1.3 ~ 2.3,1.3,454.0,52.47246696035242,0.4636757709251101,0.0,0.1183259911894273,0.1486478744786054,0.1778395862415918,0.2788318260497633,0.1218958375463113
USSR,Ground_vehicles,2025-02-05,4.0 ~ 5.0,4.0,14297.0,694.3367825955955,0.6305209974120445,0.1000594530321046,0.1047681331747919,0.1549383733714507,0.4349515522319968,0.6894774143992326,0.3785488209706855
Italy,Ground_vehicles,2025-02-08,5.7 ~ 6.7,5.7,4563.0,457.8080210387903,0.5978974797282489,0.1040105193951348,0.0779640587332895,0.1707989936440849,0.3305040259346267,0.68620215220292,0.3217074501314402
USSR,Ground_vehicles,2025-01-30,6.0 ~ 7.0,6.0,17053.0,1007.8821550739572,0.5578375417815048,0.0614836099220078,0.0584360523075118,0.1350780832530978,0.3404440779701927,0.5449083565412772,0.2611674231921421
Britain,Ground_vehicles,2025-01-06,7.7 ~ 8.7,7.7,14596.0,611.1664991930818,0.627265942724034,0.0473862702110167,0.0422937791175664,0.129274825505714,0.3606106375869715,0.6012681999769764,0.3334463188273011
Britain,Ground_vehicles,2025-03-07,3.3 ~ 4.3,3.3,1691.0,154.64725014784153,0.6258632170313423,0.1715079834417504,0.135966883500887,0.1465707625577208,0.3584218313886492,0.4574609851073463,0.3428338147472045
Italy,Ground_vehicles,2025-02-17,9.7 ~ 10.7,9.7,5397.0,965.0040763387068,0.5883177691309988,0.0894756346118213,0.0916379470075968,0.0887870857041883,0.23385131062038,0.5886186931832034,0.2253224546465747
Britain,Ground_vehicles,2025-03-13,4.3 ~ 5.3,4.3,3385.0,234.5083087149188,0.5593602067946825,0.0809512555391433,0.0993943870014771,0.1550970220613417,0.3924449018080717,0.5030947489769371,0.2933389757896239
France,Ground_vehicles,2025-01-30,9.0 ~ 10.0,9.0,17612.0,1763.628548716784,0.614297541449012,0.0928156938451056,0.1287514194867136,0.0981387382115954,0.2693425394163625,0.6186469905836712,0.2693490067235833
France,Ground_vehicles,2025-02-11,2.3 ~ 3.3,2.3,653.0,106.28534966819804,0.7525306278713628,0.1552526799387442,0.1720367534456355,0.2022122943960775,0.3564419028620199,0.4156313872746339,0.505899169592203
France,Ground_vehicles,2025-02-02,6.3 ~ 7.3,6.3,6914.0,985.527437084177,0.6346207115996529,0.0424877061035579,0.0409140873589817,0.1203103443194066,0.3318128977353998,0.6602535601001046,0.3252410958622659
Italy,Ground_vehicles,2025-01-18,4.0 ~ 5.0,4.0,1319.0,155.0674753601213,0.6038402577710387,0.0,0.0,0.1856023801004657,0.3938908830203674,0.555496788928894,0.3586171069637311
Sweden,Ground_vehicles,2025-03-31,4.7 ~ 5.7,4.7,1453.0,183.99128240422115,0.4852384033035099,0.052828630419821,0.0322092222986923,0.1096681948150792,0.2658187140259775,0.5029033839371853,0.1467950528210032
China,Ground_vehicles,2025-02-20,5.0 ~ 6.0,5.0,3036.0,273.8370388669302,0.5565995718050067,0.1301317523056653,0.1755994729907773,0.1727820296927681,0.3469261344540584,0.719040846826778,0.2871988063535917
Britain,Ground_vehicles,2025-03-07,1.3 ~ 2.3,1.3,191.0,22.02635253054101,0.5418874345549738,0.0494764397905759,0.0785340314136125,0.070556934004802,0.2679867178798626,0.2512145237610651,0.1781179296561661
USSR,Ground_vehicles,2025-03-04,11.7 ~ 12.7,11.7,36981.0,6080.170907583173,0.5373279548957572,0.1317947053892539,0.135035558800465,0.0812236108345282,0.217393686413912,0.5329030639650763,0.1638149772873857
USSR,Ground_vehicles,2025-01-24,12.0 ~ 13.0,12.0,31751.0,10583.666666666666,0.6087537022455985,0.236072249692923,0.247313785392586,0.0900943792645584,0.2504631029897516,0.5562456677664929,0.2521607721313817
Germany,Ground_vehicles,2025-01-06,5.3 ~ 6.3,5.3,13915.0,591.2360608912388,0.4861570391663673,0.2021523535752784,0.1870240747394897,0.1485470555067862,0.4018994125517242,0.5266562136476362,0.2189218825136111
Britain,Ground_vehicles,2025-01-12,3.0 ~ 4.0,3.0,1011.0,55.36083086053412,0.7088627101879327,0.3353016815034619,0.3347181008902077,0.1323046426046723,0.3116348883997246,0.4702578106574389,0.4007520199997527
China,Ground_vehicles,2025-03-31,10.3 ~ 11.3,10.3,6772.0,730.6002411892106,0.6049687389249853,0.0854016538688718,0.1120259893679858,0.1084996315576209,0.2881016693563251,0.5997294043462078,0.273167349438017
Japan,Ground_vehicles,2025-03-04,3.0 ~ 4.0,3.0,1338.0,316.6681614349776,0.7406026158445442,0.1456651718983557,0.1002840059790732,0.2281188157582577,0.4078071225735427,0.6206333620935868,0.5283295189565336
USSR,Ground_vehicles,2025-03-10,4.7 ~ 5.7,4.7,8570.0,544.1401633605601,0.5688582380396733,0.0,0.0,0.1781830747768217,0.512833465773592,0.5616110510620844,0.3583017099436427
USSR,Ground_vehicles,2025-01-12,5.3 ~ 6.3,5.3,14574.0,682.4250818483013,0.5470160559901194,0.0981268011527377,0.0994483326471799,0.1499154693714919,0.3933063894480336,0.5552219258180107,0.2778307862777281
USSR,Ground_vehicles,2025-03-04,6.0 ~ 7.0,6.0,13579.0,751.5889275807532,0.5774882686501216,0.0722019294498858,0.0636681640768834,0.1525248322683985,0.4039492638571657,0.5449083565412772,0.3135849118053112
Italy,Ground_vehicles,2025-01-06,7.7 ~ 8.7,7.7,2606.0,321.9285495011512,0.5586156945510361,0.0670030698388334,0.0803568687643898,0.1073988462311787,0.3067997979418176,0.5461476063389279,0.2323076588556263
France,Ground_vehicles,2025-01-30,1.7 ~ 2.7,1.7,290.0,45.89885057471264,0.5074882758620689,0.0,0.0,0.0736848370203791,0.2828499710895166,0.2623222926100422,0.1507514176904504
USSR,Ground_vehicles,2025-03-07,2.0 ~ 3.0,2.0,704.0,36.47247869318181,0.3769767045454545,0.0813494318181818,0.0665198863636363,0.1257967540017906,0.369921760735669,0.3694535122424848,0.0839412890356248
Italy,Ground_vehicles,2025-03-28,3.3 ~ 4.3,3.3,3077.0,339.03795905102373,0.6313484562885928,0.1856841078973025,0.141881702957426,0.1642842977163542,0.5285658203877776,0.6485532978110102,0.4167742167568146
Sweden,Ground_vehicles,2025-01-06,8.3 ~ 9.3,8.3,10724.0,958.825118559173,0.4993881667288324,0.0618575158522939,0.0618575158522939,0.0989684910405783,0.2922139537941666,0.5379104687719822,0.162608428375315
Sweden,Ground_vehicles,2025-02-08,5.0 ~ 6.0,5.0,2436.0,388.36159003831415,0.4996408045977012,0.0350574712643678,0.0390640394088669,0.1118980279293277,0.244533830078144,0.5056040591697559,0.1555946566146554
USSR,Ground_vehicles,2025-01-27,9.7 ~ 10.7,9.7,55584.0,4425.243901122625,0.4163592022884282,0.1177070739781232,0.1096166162924582,0.0654498512373284,0.1431970332068786,0.4277032580446928,0.0076334152703795
Japan,Ground_vehicles,2025-01-30,8.0 ~ 9.0,8.0,6848.0,983.309774143302,0.5787513726635514,0.0484272780373831,0.0565683411214953,0.0868409832267128,0.2351873986952752,0.5980087402144463,0.2149048712580687
Britain,Ground_vehicles,2025-03-28,6.3 ~ 7.3,6.3,1528.0,167.77028795811518,0.5050788612565446,0.011315445026178,0.0092473821989528,0.1903390588852147,0.4168053879994942,0.5008620087874454,0.2706408686779291
USSR,Ground_vehicles,2025-02-02,5.3 ~ 6.3,5.3,16079.0,751.221925670573,0.5521266869830214,0.0617637912805522,0.0582946700665464,0.1462884837036289,0.3762918349955007,0.5552219258180107,0.2748599981831399
Britain,Ground_vehicles,2025-03-31,3.7 ~ 4.7,3.7,1863.0,160.20450885668276,0.5087089103596351,0.1181964573268921,0.1113043478260869,0.1808853303878079,0.4539890321304783,0.5287910914876381,0.2803568880973644
Italy,Ground_vehicles,2025-03-07,9.7 ~ 10.7,9.7,3850.0,747.3744588744589,0.5566397402597404,0.0549532467532467,0.0732207792207792,0.0853421325837856,0.2119786300758078,0.5886186931832034,0.1840664843757856
Germany,Ground_vehicles,2025-03-10,11.3 ~ 12.3,11.3,19876.0,2560.45911316831,0.6008448983698933,0.1501333266250754,0.1330911652243912,0.1049242371193123,0.3188481004414367,0.5934360588549557,0.2769008577383537
USA,Ground_vehicles,2025-03-19,3.0 ~ 4.0,3.0,4730.0,334.33558139534887,0.5431053065539112,0.1088012684989429,0.141093023255814,0.171543410079327,0.5393111182725775,0.5335768733736321,0.3369438200515113
Japan,Ground_vehicles,2025-01-15,3.7 ~ 4.7,3.7,2064.0,399.344395994832,0.6356536337209302,0.0533672480620155,0.0130571705426356,0.2253630507905741,0.5593305952430091,0.6237742891515706,0.4720025137633746
Italy,Ground_vehicles,2025-03-04,2.0 ~ 3.0,2.0,188.0,11.883687943262412,0.2915101063829788,0.0,0.0,0.0446382493662746,0.1919951894772402,0.4716663958713118,-0.1148264214431613
USSR,Ground_vehicles,2025-03-13,11.7 ~ 12.7,11.7,30424.0,4996.426259970199,0.5384055022350777,0.1420740205101235,0.1467321851170129,0.0802410943333916,0.2149652636619664,0.5329030639650763,0.1634295038605512
USA,Ground_vehicles,2025-01-18,1.0 ~ 2.0,1.0,499.0,102.18503674014696,0.2635180360721442,0.0,0.0,0.2115532413483051,0.3783224352121859,0.2573137943239573,0.0303938657357732
China,Ground_vehicles,2025-01-30,6.7 ~ 7.7,6.7,1358.0,282.0079774177712,0.6152930044182622,0.0119955817378497,0.0119955817378497,0.1242789864195559,0.3088330127466052,0.5052219767255319,0.3009042026183059
USSR,Ground_vehicles,2025-02-11,3.3 ~ 4.3,3.3,9799.0,546.6747599833577,0.6800580161240943,0.1604755587304826,0.1564690274517808,0.1614684926910887,0.4488703829680844,0.7199813814573681,0.4370698697847315
Israel,Ground_vehicles,2025-01-21,7.7 ~ 8.7,7.7,2688.0,169.24062500000002,0.4813213169642857,0.006547619047619,0.0108035714285714,0.1096353148093852,0.3119336540228223,0.5168953471727927,0.158212343416936
Britain,Ground_vehicles,2025-01-06,11.0 ~ 12.0,11.0,6914.0,791.5186681267821,0.4922432021984379,0.0755481631472374,0.0514723748915244,0.1089807065017446,0.2782094006733225,0.6386943809181808,0.1574680831528162
Germany,Ground_vehicles,2025-03-22,7.7 ~ 8.7,7.7,14772.0,1052.4410332288885,0.4136825751421608,0.1024911995667479,0.0851110208502572,0.1179859178724281,0.3120454929357537,0.4119025143075977,0.0961723455928038
Sweden,Ground_vehicles,2025-02-05,2.7 ~ 3.7,2.7,3658.0,509.6584654638236,0.4940529250956808,0.0209540732640787,0.0167632586112629,0.2929703228105417,0.58777328671765,0.4038660283879721,0.384899664564479
Britain,Ground_vehicles,2025-01-21,12.0 ~ 13.0,12.0,2429.0,1214.5,0.574278962536023,0.0,0.0,0.1342311224254043,0.3700509409313142,0.7324419563667424,0.2869038534014698
Italy,Ground_vehicles,2025-02-20,5.7 ~ 6.7,5.7,3838.0,393.9394649991315,0.6298818916102138,0.1050052110474205,0.0707113079729025,0.1923194456156232,0.3549478772711889,0.68620215220292,0.3761642855215247
USA,Ground_vehicles,2025-03-13,3.7 ~ 4.7,3.7,6023.0,570.6296640655266,0.5461785987049644,0.0947999335879129,0.1181703470031545,0.1739587871888644,0.4726668091763836,0.5228661892919136,0.3194331984284839
Italy,Ground_vehicles,2025-02-08,6.3 ~ 7.3,6.3,2197.0,317.1870732817478,0.5796299044151115,0.0,0.0,0.1044261606601927,0.1840753947868629,0.6325546015362669,0.2104748338788252
USA,Ground_vehicles,2025-02-14,10.7 ~ 11.7,10.7,38229.0,3246.54534478313,0.4759023960867404,0.0631672290669387,0.0516461325171989,0.1017665371900018,0.2629626218589007,0.5170318761529897,0.1312454629342955
Germany,Ground_vehicles,2025-02-02,9.7 ~ 10.7,9.7,37731.0,3714.686548007133,0.570866952903448,0.1326195966181654,0.149712703082346,0.0812831559548744,0.2185502156793356,0.5351274438230149,0.1977787565906131
Sweden,Ground_vehicles,2025-03-25,6.3 ~ 7.3,6.3,1756.0,410.6195899772209,0.5113396924829157,0.0300341685649202,0.0300341685649202,0.0951036606267492,0.2847349868698509,0.5135325118302669,0.1694954810879909
Britain,Ground_vehicles,2025-03-04,4.7 ~ 5.7,4.7,3006.0,236.2356370592149,0.5813513972055889,0.1111909514304724,0.1363306719893546,0.1681344044451275,0.4059984062728519,0.4940529747707782,0.3285263798549035
Italy,Ground_vehicles,2025-02-14,2.7 ~ 3.7,2.7,4266.0,681.2940381309579,0.7101642522269106,0.1624753867791842,0.1909798406000937,0.1808688615678445,0.5360345985536774,0.6600290287444743,0.5091224353494697
Britain,Ground_vehicles,2025-03-25,12.0 ~ 13.0,12.0,715.0,357.5,0.7400618181818182,0.0,0.0,0.2331673909340575,0.5708415664483824,0.7324419563667424,0.5854415421712118
Germany,Ground_vehicles,2025-03-07,4.7 ~ 5.7,4.7,12421.0,749.5492552934546,0.5933999114403027,0.1518798808469527,0.1518798808469527,0.1631220496905817,0.4612996485390342,0.5920794084173608,0.3556519794977285
China,Ground_vehicles,2025-01-15,8.0 ~ 9.0,8.0,8920.0,440.19400224215246,0.6427775560538116,0.1089910313901345,0.1052477578475336,0.1150530703963205,0.3263436565879115,0.625307968200389,0.3280753385815356
Japan,Ground_vehicles,2025-03-25,6.3 ~ 7.3,6.3,4743.0,432.8881579872092,0.5949910394265233,0.0706936538056082,0.0522707147375079,0.2004858791196265,0.5211844209431568,0.5918263890252138,0.4020690470942658
Japan,Ground_vehicles,2025-02-20,7.0 ~ 8.0,7.0,2606.0,656.2269122537733,0.6446097851112818,0.0480775134305449,0.0424213353798925,0.150780006298677,0.4907783761775408,0.5951469678784487,0.4084584685733217
China,Ground_vehicles,2025-03-07,4.0 ~ 5.0,4.0,595.0,87.58151260504201,0.6587559663865545,0.0,0.0,0.1669000789942577,0.4785776425377115,0.5611504734182735,0.4292777739617881
Sweden,Ground_vehicles,2025-03-25,4.3 ~ 5.3,4.3,988.0,147.1683535762483,0.4743296558704453,0.0712044534412955,0.0498076923076923,0.1367194546975572,0.2857635888214606,0.4683350867476943,0.1605440877765647
France,Ground_vehicles,2025-01-21,7.3 ~ 8.3,7.3,12061.0,863.1093503855402,0.6699385705994527,0.0,0.0,0.1579099929515123,0.4393720246432309,0.7159412926824411,0.4214175101113558
Sweden,Ground_vehicles,2025-02-20,6.3 ~ 7.3,6.3,2481.0,573.2633346768775,0.4867166868198305,0.0234744054816606,0.020540104796453,0.112687270755474,0.2878028497668167,0.5135325118302669,0.1576047581153261
Japan,Ground_vehicles,2025-03-31,7.3 ~ 8.3,7.3,3815.0,497.7735910878113,0.6122536566186106,0.1184718217562254,0.0996775884665792,0.1377183006555405,0.397894100146842,0.6042857694069048,0.336472780204099
Britain,Ground_vehicles,2025-01-27,3.3 ~ 4.3,3.3,1305.0,138.28553183725597,0.6534364750957855,0.3522528735632183,0.253455938697318,0.0861479380390793,0.2204487268798544,0.4574609851073463,0.2842204278808038
France,Ground_vehicles,2025-03-22,6.7 ~ 7.7,6.7,11108.0,757.8745048613612,0.6970662045372704,0.0024261793302124,0.0015439323010442,0.1798460700645589,0.4887926343310943,0.7038180663605274,0.4796116344325211
France,Ground_vehicles,2025-02-20,9.7 ~ 10.7,9.7,9841.0,1672.5288283711004,0.6315977746164009,0.0295193577888425,0.0362666395691494,0.0867827358428252,0.2373309324146105,0.6253113556551639,0.2684262771817877
